Number,Descriptor-0,Descriptor-1,Descriptor-2,Descriptor-3,Descriptor-4,Descriptor-5,Descriptor-6,Descriptor-7,Descriptor-8,Descriptor-9,Descriptor-10,Descriptor-11,Descriptor-12,Descriptor-13,Descriptor-14,Descriptor-15,Descriptor-16,Descriptor-17,Descriptor-18,Descriptor-19,Descriptor-20,Descriptor-21,Descriptor-22,Descriptor-23,Descriptor-24,Descriptor-25,Descriptor-26,Descriptor-27,Descriptor-28,Descriptor-29,Descriptor-30,Descriptor-31,Descriptor-32,Descriptor-33,Descriptor-34,Descriptor-35,Descriptor-36,Descriptor-37,Descriptor-38,Descriptor-39,Descriptor-40,Descriptor-41,Descriptor-42,Descriptor-43,Descriptor-44,Descriptor-45,Descriptor-46,Descriptor-47,Descriptor-48,Descriptor-49,Descriptor-50,Descriptor-51,Descriptor-52,Descriptor-53,Descriptor-54,Descriptor-55,Descriptor-56,Descriptor-57,Descriptor-58,Descriptor-59,Descriptor-60,Descriptor-61,Descriptor-62,Descriptor-63,Descriptor-64,Descriptor-65,Descriptor-66,Descriptor-67,Descriptor-68,Descriptor-69,Descriptor-70,Descriptor-71,Descriptor-72,Descriptor-73,Descriptor-74,Descriptor-75,Descriptor-76,Descriptor-77,Descriptor-78,Descriptor-79,Descriptor-80,Descriptor-81,Descriptor-82,Descriptor-83,Descriptor-84,Descriptor-85,Descriptor-86,Descriptor-87,Descriptor-88,Descriptor-89,Descriptor-90,Descriptor-91,Descriptor-92,Descriptor-93,Descriptor-94,Descriptor-95,Descriptor-96,Descriptor-97,Descriptor-98,Descriptor-99,Descriptor-100,Descriptor-101,Descriptor-102,Descriptor-103,Descriptor-104,Descriptor-105,Descriptor-106,Descriptor-107,Descriptor-108,Descriptor-109,Descriptor-110,Descriptor-111,Descriptor-112,Descriptor-113,Descriptor-114,Descriptor-115,Descriptor-116,Descriptor-117,Descriptor-118,Descriptor-119,Descriptor-120,Descriptor-121,Descriptor-122,Descriptor-123,Descriptor-124,Descriptor-125,Descriptor-126,Descriptor-127
1931,39,80,36,33,2,0,1,3,28,54,16,5,5,9,20,10,1,1,2,12,42,24,9,1,2,3,1,2,10,9,13,4,50,127,29,3,0,1,39,21,127,100,14,3,2,13,31,68,15,11,5,7,18,127,54,24,4,1,1,0,4,43,20,6,41,35,2,0,1,76,127,74,127,113,19,0,4,80,74,35,16,127,57,6,24,84,8,5,2,12,3,1,23,111,6,0,34,127,23,3,7,36,28,7,4,39,15,16,48,116,17,1,13,84,9,5,10,26,6,1,12,80,3,0,4,49,7,1
1932,8,0,0,23,46,0,0,1,145,0,0,3,5,0,0,62,142,2,0,33,108,1,0,43,2,0,0,39,145,1,0,3,25,0,0,26,53,0,0,3,145,11,4,10,3,0,0,41,114,12,8,145,91,0,0,11,7,6,3,136,103,0,0,2,26,8,1,28,21,0,0,1,145,102,51,30,1,0,0,7,22,24,57,145,37,0,0,1,0,4,6,73,16,0,0,0,2,5,2,10,16,0,0,0,7,45,49,9,1,0,0,0,2,8,45,41,1,0,0,0,1,2,2,6,2,1,0,0
1933,0,0,1,16,5,4,45,19,2,0,0,1,1,14,89,23,8,0,0,0,0,21,123,93,0,0,0,0,0,110,107,6,11,0,0,0,0,17,78,96,33,1,0,0,1,96,97,50,123,60,6,0,1,37,85,123,13,24,14,2,7,123,107,15,64,4,0,0,2,20,21,80,23,6,0,0,4,123,33,17,71,123,26,0,1,52,37,8,5,123,83,2,4,33,18,1,19,28,5,2,1,3,3,8,7,43,35,1,0,29,7,0,3,30,15,0,0,36,66,4,3,29,11,0,0,26,67,3
1934,127,61,0,0,14,8,1,7,29,14,1,4,127,57,1,5,41,72,4,6,35,6,0,0,7,8,1,3,63,28,1,1,127,125,35,14,6,3,1,8,40,31,64,127,127,21,1,5,127,29,7,32,32,3,0,8,30,3,1,10,46,25,1,2,36,127,76,8,0,0,0,0,50,83,126,81,3,0,0,1,127,53,40,19,1,0,0,13,16,11,54,52,13,0,0,2,8,26,2,0,0,1,5,4,26,95,12,0,0,0,1,1,20,89,78,6,0,0,0,0,48,20,46,13,0,0,0,15
1935,5,7,13,16,77,55,42,5,2,63,99,20,48,7,12,11,3,95,106,0,0,5,10,4,25,45,47,0,0,0,0,9,11,3,15,111,120,10,2,5,100,13,6,25,59,29,101,120,24,30,22,2,8,120,120,40,103,38,10,0,0,24,40,30,26,1,1,28,98,78,10,13,120,58,20,12,13,24,20,76,23,31,63,38,25,106,47,12,10,30,17,1,2,36,106,9,4,0,0,0,27,58,14,17,48,6,3,2,3,15,16,69,5,9,18,6,2,25,23,4,1,34,28,1,1,28,11,1
1936,9,24,23,39,33,20,2,0,53,88,8,12,35,14,1,3,35,15,1,1,29,26,5,4,10,6,3,5,7,8,0,0,21,15,34,85,57,22,0,0,122,89,22,26,12,19,10,31,36,15,39,101,49,68,23,19,16,19,82,41,5,1,1,4,11,6,2,3,122,76,0,0,106,122,107,27,41,16,8,16,19,38,122,122,19,4,40,40,85,22,36,30,1,0,8,83,0,3,5,3,78,72,3,1,18,12,13,3,35,46,49,115,8,4,9,5,3,19,122,99,16,1,1,0,1,8,31,53
1937,31,8,4,1,1,6,17,16,11,5,33,23,6,2,12,16,5,5,16,36,15,1,4,9,11,1,1,6,3,1,5,15,12,3,6,16,48,40,21,7,21,27,127,131,93,10,0,1,140,69,63,22,5,1,4,27,15,0,0,7,27,8,9,16,20,10,8,73,93,22,1,1,89,21,12,140,140,12,1,6,140,27,6,10,14,1,0,31,24,1,0,12,65,2,0,5,2,4,11,134,66,7,9,2,59,5,3,94,88,24,84,77,140,15,4,8,6,1,11,88,11,3,2,30,42,0,0,1
1938,10,13,10,24,69,18,4,0,87,6,2,13,155,56,1,11,155,23,0,0,33,39,19,53,33,11,0,0,52,57,13,20,25,17,9,1,37,22,3,2,68,9,1,1,155,155,3,5,155,48,0,4,54,33,3,13,62,6,1,10,84,33,6,21,6,40,24,1,6,3,0,0,16,22,5,2,113,133,23,17,155,8,2,20,37,48,33,85,72,17,4,40,55,1,0,4,4,8,3,0,1,5,5,4,12,21,3,1,4,11,8,7,15,7,5,12,20,9,14,28,16,4,5,16,23,4,3,12
1939,11,0,1,18,37,6,8,42,13,4,12,29,14,2,6,51,7,11,18,17,16,7,2,4,1,2,1,3,10,5,0,1,42,3,3,41,45,1,2,57,31,19,24,135,134,2,4,44,135,61,30,42,16,9,2,9,6,1,1,3,18,27,4,2,119,14,9,51,67,0,0,18,95,7,3,135,135,0,0,14,135,9,2,14,14,7,2,39,8,0,0,5,22,33,6,2,49,33,65,90,45,0,0,1,105,2,14,132,117,0,0,53,135,9,1,2,3,3,6,78,4,4,2,22,39,7,2,2
1940,6,25,17,34,110,47,32,19,74,87,18,34,99,17,1,22,47,39,3,4,1,0,4,20,6,0,0,0,4,5,3,19,11,93,120,113,68,25,17,5,120,24,16,63,64,8,9,100,52,14,13,1,0,9,49,69,4,2,8,4,1,3,15,44,5,6,18,13,2,88,120,5,120,59,29,12,16,36,101,31,23,69,120,21,16,9,8,8,4,42,120,12,1,1,6,11,0,0,10,22,4,19,45,0,0,1,10,54,53,35,53,1,3,11,45,21,46,30,74,48,5,18,42,4,1,8,57,58
1941,85,4,0,0,0,0,0,13,146,0,0,0,0,0,0,33,146,0,0,0,0,0,0,79,51,0,0,0,0,0,0,23,116,3,0,0,0,0,0,29,146,5,0,0,0,0,0,25,146,25,0,0,0,0,0,18,54,8,1,3,0,0,0,5,120,29,0,0,0,0,0,17,146,13,0,0,0,0,0,42,146,60,0,0,0,0,0,12,42,43,10,27,4,0,0,0,67,59,0,0,0,0,0,0,101,103,3,0,0,0,0,3,77,146,22,0,0,0,0,1,10,62,79,76,4,0,0,0
1942,9,16,54,5,4,3,35,19,5,20,66,6,2,6,64,32,1,6,48,42,14,46,39,5,1,13,41,47,22,13,4,0,14,25,123,8,0,7,9,4,123,37,76,6,8,18,12,47,17,4,43,50,120,87,12,16,1,1,32,57,27,5,0,0,10,1,5,1,0,90,123,13,123,19,1,0,13,41,80,45,52,12,0,1,123,98,2,5,1,3,5,4,81,25,0,0,0,0,0,0,10,63,120,2,37,19,0,0,80,121,37,5,42,28,0,1,123,69,0,1,0,0,0,0,91,59,0,0
1943,41,3,0,1,8,2,1,2,134,14,0,1,20,3,0,23,126,34,3,6,82,9,0,5,98,61,22,2,0,0,0,0,48,0,0,1,3,3,16,18,134,13,2,11,31,1,2,30,50,54,47,84,134,2,0,3,15,134,134,11,5,0,0,0,25,5,0,0,0,2,91,59,126,41,14,29,16,14,73,36,9,12,19,108,122,48,47,0,1,70,34,8,9,31,49,0,16,42,6,1,6,22,29,19,6,51,50,8,4,22,49,10,1,13,56,11,9,57,76,1,0,2,8,11,13,68,58,0
1944,1,3,7,42,55,0,0,1,2,4,2,17,41,8,36,19,43,62,1,1,1,20,31,5,24,53,1,0,5,8,2,0,14,1,6,33,26,28,6,9,137,2,0,5,11,42,71,128,25,13,0,0,71,137,67,27,68,41,0,0,11,18,1,10,20,2,0,4,60,33,9,5,137,50,0,2,26,21,5,22,79,14,1,11,137,137,7,11,56,15,13,7,56,26,2,18,5,2,1,7,70,10,1,1,137,111,8,8,26,2,0,0,51,54,20,117,137,6,0,0,3,13,40,42,52,1,0,0
1945,3,1,1,25,17,23,39,6,81,1,1,8,12,18,18,133,25,0,0,30,133,37,42,129,17,0,0,15,96,18,4,30,29,4,3,61,48,2,0,2,133,27,7,32,16,1,0,67,60,8,5,133,133,2,1,27,43,0,0,30,61,0,0,47,20,12,1,7,102,16,0,1,130,133,71,46,17,1,0,1,24,25,54,133,70,0,1,8,52,24,7,12,8,0,1,21,3,2,1,5,95,17,0,0,7,31,29,6,18,8,2,20,11,5,19,16,1,1,15,77,11,7,1,0,1,6,24,24
1946,66,7,4,24,5,0,0,0,153,28,0,1,13,3,0,8,66,16,1,6,122,13,1,3,38,26,2,10,45,2,0,1,85,9,1,2,5,1,0,2,153,47,8,7,11,3,1,37,72,23,16,62,153,15,1,13,47,37,4,14,43,3,0,2,42,22,0,0,10,12,0,0,153,153,78,14,2,0,0,4,69,75,126,101,24,0,0,5,86,16,16,16,14,2,0,13,3,4,0,0,13,36,14,1,23,67,10,0,0,4,8,3,58,121,25,0,0,0,0,1,33,53,66,6,0,0,0,4
1947,0,37,98,52,22,6,0,0,5,41,94,22,8,12,2,1,18,31,7,2,4,11,22,8,1,4,2,1,15,19,7,1,5,65,119,23,0,0,5,16,37,119,119,3,0,0,21,49,119,107,6,0,3,9,17,38,14,3,0,0,14,74,24,9,21,16,7,0,4,20,107,89,86,74,4,0,1,6,119,119,103,46,4,1,6,31,101,69,17,49,11,2,13,52,7,4,8,12,4,5,75,71,48,18,84,119,8,3,24,23,17,23,32,98,20,15,19,21,11,4,3,48,7,7,8,5,1,0
1948,14,4,5,1,0,0,5,19,7,10,16,2,0,5,37,26,8,13,13,9,1,2,51,66,0,0,20,23,1,2,35,22,6,4,24,42,33,8,10,10,19,57,118,75,10,0,2,6,66,112,101,19,1,1,11,46,3,2,27,36,9,15,27,14,0,0,4,118,108,15,4,1,91,59,47,118,38,0,0,5,118,108,112,41,1,1,5,55,12,25,118,85,9,8,11,13,1,0,33,118,105,13,2,1,80,36,9,60,18,0,0,27,69,53,59,27,2,14,61,54,25,19,54,24,2,17,70,35
1949,0,1,0,1,25,15,2,1,160,40,1,1,13,5,0,1,188,53,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,18,42,5,4,179,9,0,0,10,35,6,12,188,25,0,0,0,0,0,12,15,0,0,0,0,0,0,0,1,0,0,0,3,39,60,13,99,16,3,5,6,42,48,53,188,53,1,0,0,0,2,56,22,3,0,0,0,0,0,1,0,0,0,19,59,22,69,14,59,25,8,54,49,10,10,5,188,68,3,2,0,0,0,11,30,3,0,0,0,0,0,1
1950,10,7,1,1,19,28,1,1,35,22,20,49,20,7,2,12,54,12,15,71,42,2,1,15,36,2,0,0,1,6,9,27,26,7,0,0,18,42,14,10,14,18,53,140,140,63,7,3,140,50,51,80,20,5,2,48,67,3,0,0,10,33,12,40,73,17,0,0,15,17,3,7,26,8,2,12,140,140,7,8,140,102,3,6,55,71,11,46,64,78,15,4,11,23,2,12,43,22,0,0,1,1,0,2,15,15,3,6,101,99,10,2,53,21,0,1,41,76,60,120,26,23,11,8,13,10,9,44
1951,19,5,2,5,18,27,26,9,15,17,64,98,104,25,1,1,142,63,45,26,13,2,2,11,18,1,0,5,36,7,3,7,36,23,8,37,38,16,2,2,40,18,8,142,142,32,4,9,142,67,6,25,36,2,3,27,43,6,0,12,70,3,0,1,6,12,13,91,49,2,2,2,16,2,2,102,140,38,113,86,142,32,5,8,11,10,61,121,25,16,7,29,45,0,0,1,10,1,4,44,20,1,3,20,20,2,4,14,20,9,40,87,25,16,2,10,32,12,19,13,19,12,2,3,19,4,0,1
1952,25,64,10,0,0,0,0,0,47,128,63,10,5,2,0,0,7,59,47,15,42,25,0,0,1,1,0,0,89,65,0,0,22,20,2,5,7,16,42,8,32,88,91,73,62,23,6,6,128,128,45,7,14,14,2,15,20,3,0,0,95,71,1,2,1,0,0,0,5,51,128,17,26,7,3,11,57,128,128,41,128,20,2,2,9,33,53,128,28,2,0,1,62,76,3,11,12,0,5,16,1,5,46,49,6,8,18,10,2,75,90,13,38,9,2,1,2,36,64,44,7,6,4,9,28,20,1,2
1953,10,7,5,17,18,2,0,1,56,9,4,3,8,27,31,52,14,1,2,3,65,75,21,17,28,3,1,1,4,2,6,43,33,8,4,8,51,14,2,5,142,14,1,2,36,46,16,77,53,7,0,0,142,142,12,22,54,28,8,13,17,12,2,11,22,3,2,1,10,12,7,14,142,112,1,1,18,16,6,25,57,56,3,3,142,142,2,4,25,12,3,4,45,60,9,13,12,12,2,1,4,1,1,5,83,116,2,2,9,3,1,2,94,95,2,2,88,70,3,3,20,23,3,3,98,90,2,4
1954,29,9,27,33,37,8,1,5,165,23,1,6,34,12,2,15,28,3,1,12,165,47,1,5,11,1,0,3,32,13,1,4,31,13,6,13,41,13,12,11,165,37,3,15,48,11,1,15,55,5,4,76,165,44,1,7,4,5,8,24,33,6,0,1,40,3,9,55,47,4,2,11,165,47,20,68,41,0,0,26,40,18,16,165,165,3,1,6,34,10,5,16,11,4,3,13,23,9,4,25,6,4,13,4,62,60,37,38,9,1,6,6,8,3,14,59,57,10,6,12,25,1,0,0,1,2,4,28
1955,38,37,7,36,95,2,0,0,143,72,4,4,3,3,6,19,11,2,1,2,14,41,23,14,20,5,1,2,4,7,5,22,81,10,1,28,143,2,0,3,143,27,4,10,13,4,10,74,32,5,5,68,93,32,19,27,54,9,3,14,16,2,0,32,79,18,2,64,141,0,0,1,143,134,32,33,6,0,0,6,22,38,42,143,31,0,0,1,42,65,20,10,2,0,0,5,46,6,1,45,74,1,0,26,143,46,15,13,2,0,0,35,18,27,35,36,0,0,0,1,25,37,9,2,0,0,0,2
1956,4,30,49,9,3,16,22,9,5,28,27,49,120,38,20,14,64,95,23,35,69,6,0,17,25,22,2,2,1,0,3,18,2,58,95,33,76,37,14,2,19,83,120,120,74,35,26,8,120,33,20,48,47,5,10,97,30,15,30,0,0,1,27,57,0,1,3,4,34,78,96,0,9,4,17,13,5,112,120,9,89,46,54,21,37,37,81,29,11,59,120,14,11,5,11,15,0,5,74,27,2,10,25,0,4,13,44,35,11,21,33,1,1,0,3,30,60,45,53,2,3,7,14,6,14,19,72,49
1957,6,33,19,4,1,0,1,3,10,30,17,16,115,25,0,0,24,38,9,17,123,50,28,23,71,38,1,0,1,2,14,23,1,20,80,97,22,9,19,5,9,49,123,83,25,28,27,6,118,41,50,45,30,23,36,36,46,5,3,4,7,25,44,26,9,7,10,32,26,42,123,67,21,9,31,41,123,123,123,48,123,18,8,6,32,29,5,32,71,5,0,3,38,34,8,7,18,17,4,13,22,6,12,12,14,10,4,46,123,45,32,23,87,4,0,3,22,12,60,73,56,8,1,1,10,14,3,11
1958,0,0,71,142,1,0,0,2,10,77,76,102,1,0,3,16,9,97,96,8,0,0,18,19,0,1,92,30,0,3,28,4,23,7,51,136,0,0,0,5,132,17,17,17,0,1,36,142,18,14,11,8,7,15,142,106,1,2,18,4,1,5,130,22,65,25,23,42,0,0,0,1,142,71,7,4,1,1,4,39,37,17,19,53,16,14,14,14,0,2,44,22,5,6,7,2,54,11,5,7,1,0,0,19,142,22,1,1,1,2,2,58,39,2,1,6,16,34,7,14,0,1,3,5,5,20,25,2
1959,26,6,6,2,22,15,4,14,153,17,2,9,18,7,2,34,58,12,3,78,153,10,2,9,25,6,1,18,71,3,3,20,44,20,6,20,11,7,2,18,153,18,2,10,28,16,4,63,49,4,1,22,153,95,16,22,6,3,1,15,91,35,21,9,63,28,7,16,12,10,3,7,153,109,34,31,13,5,1,10,31,28,36,104,104,21,5,7,1,0,0,8,91,53,6,3,56,8,9,19,12,9,3,10,51,120,66,16,4,3,1,3,60,47,29,20,11,2,1,7,3,1,0,21,66,6,0,1
1960,0,0,12,15,12,32,128,1,5,0,4,9,15,127,128,8,121,0,0,3,10,32,32,69,34,1,2,17,106,16,1,11,0,5,128,14,0,4,38,1,14,14,128,105,25,40,20,1,128,23,22,30,18,15,7,49,21,2,2,59,101,18,2,15,4,14,128,3,0,0,0,4,91,27,99,15,0,0,0,10,128,48,27,53,10,0,0,11,20,6,9,119,39,1,5,14,6,6,2,0,0,0,2,6,43,44,2,0,0,0,0,3,46,67,39,16,1,0,0,11,25,3,8,15,7,5,17,57
1961,1,22,18,2,9,25,6,1,36,46,8,12,67,46,3,0,68,83,3,5,75,16,0,0,47,12,0,1,46,15,1,2,0,15,53,25,32,10,0,0,35,35,70,126,57,11,0,2,126,84,11,19,32,31,12,30,33,11,5,6,43,74,23,13,0,0,2,5,48,61,0,0,56,15,8,29,125,72,2,6,126,126,69,33,16,15,10,43,17,17,84,126,50,39,13,11,0,1,2,1,34,27,0,0,4,8,3,2,126,60,2,1,17,87,87,19,28,12,32,52,5,9,60,80,2,6,85,49
1962,1,23,20,3,6,30,7,0,25,38,11,22,48,46,5,1,49,91,6,8,51,11,0,0,36,9,0,1,38,16,0,2,0,10,48,34,38,9,1,0,22,31,74,129,48,6,0,0,129,98,19,23,14,20,8,29,30,8,6,12,32,68,21,16,0,0,1,6,67,64,0,0,43,15,7,32,129,77,0,1,129,129,73,27,19,11,4,21,25,29,100,129,41,25,8,11,1,5,4,2,37,30,0,0,2,5,2,2,129,86,3,1,10,82,68,12,40,24,34,61,4,14,59,61,1,4,93,60
1963,17,19,6,6,35,14,20,15,7,68,31,21,68,2,0,0,10,10,10,38,130,29,68,36,20,65,53,11,7,42,130,29,12,4,4,21,81,11,0,3,15,40,92,60,110,38,1,2,130,47,47,27,21,11,37,67,34,3,0,6,35,63,86,32,10,10,13,34,22,12,1,1,28,10,5,10,99,130,11,13,130,17,2,3,20,41,10,49,52,5,0,3,20,36,6,5,7,13,3,6,22,13,2,1,13,18,10,43,70,17,2,2,125,100,73,22,29,7,1,5,20,64,129,15,2,11,4,1
1964,7,16,16,5,11,1,6,6,75,28,2,12,39,2,1,0,149,25,0,1,32,19,2,15,7,0,0,1,149,50,2,5,3,1,0,4,20,12,31,16,105,23,2,25,100,10,4,4,149,34,2,15,45,10,1,17,17,6,3,70,149,22,1,3,4,5,18,42,25,2,3,3,104,3,2,37,89,4,3,46,149,34,18,68,39,0,1,50,13,8,7,144,149,4,1,3,0,1,12,32,7,1,0,0,64,19,4,10,12,3,2,23,65,38,39,66,10,0,0,10,4,0,4,54,57,15,4,6
1965,92,12,0,0,92,45,0,1,142,51,0,1,19,8,0,0,38,6,0,4,118,60,4,14,47,2,0,1,47,25,6,39,68,6,0,0,141,111,4,8,142,29,0,4,21,6,3,16,79,6,1,30,142,3,0,4,106,3,0,4,57,20,1,14,18,4,1,2,70,126,30,25,142,9,2,17,16,18,25,82,68,9,3,63,115,0,0,3,96,24,8,24,35,3,0,5,5,8,3,1,5,17,12,10,22,3,2,15,16,6,14,32,19,2,1,28,45,4,3,13,28,7,3,12,19,1,0,11
1966,68,1,0,0,0,2,14,42,151,3,0,0,10,12,6,39,14,0,0,0,151,72,8,14,13,6,4,4,41,18,14,19,57,1,0,0,13,16,10,39,151,8,0,2,26,14,5,63,30,2,0,9,151,56,8,26,3,0,0,2,96,22,9,19,44,8,4,2,13,8,5,13,151,32,2,10,33,7,3,19,38,10,2,35,151,34,4,6,5,2,0,17,110,12,4,5,33,19,8,4,0,1,2,7,151,38,5,5,14,10,2,16,32,8,4,15,122,83,5,6,0,0,0,4,84,61,4,0
1967,79,67,4,0,0,0,0,3,117,86,5,6,38,10,4,15,11,9,2,12,151,43,5,5,0,1,2,7,30,19,8,4,111,14,4,5,5,2,0,14,151,38,4,5,39,12,2,29,32,7,3,15,151,39,1,9,13,9,5,12,42,8,4,2,94,24,8,18,4,0,0,2,151,63,8,24,29,2,0,7,27,16,6,55,151,11,0,2,11,17,11,37,61,1,0,0,37,19,14,20,12,6,5,5,151,79,9,13,12,0,0,0,12,15,6,35,151,6,0,0,0,2,13,39,75,1,0,0
1968,0,0,2,3,55,51,16,1,2,3,15,12,8,37,98,47,6,3,3,4,0,0,106,143,1,0,0,0,0,0,59,143,2,7,3,18,34,15,12,2,28,34,33,46,26,10,35,21,143,47,14,3,1,0,19,123,35,1,0,0,0,0,24,143,2,3,2,16,30,11,5,1,65,17,4,28,104,7,0,3,143,113,2,2,5,0,0,21,73,50,0,0,0,0,0,11,6,0,0,1,27,8,1,3,10,13,0,1,96,19,9,1,75,143,0,0,6,6,12,2,25,143,1,0,0,0,0,0
1969,52,17,77,67,18,0,1,8,140,8,1,3,3,0,19,120,25,0,0,34,21,2,44,94,22,1,0,56,37,4,8,20,126,10,4,0,0,0,0,10,140,17,1,5,4,1,1,38,61,3,1,102,104,4,2,27,58,2,0,48,24,0,0,42,105,20,0,0,0,0,0,5,140,115,19,20,4,0,0,7,42,28,22,105,61,1,1,47,26,0,0,6,7,2,4,92,36,31,0,0,0,0,0,1,112,127,10,2,0,0,0,12,85,31,12,8,1,1,2,95,9,0,0,0,3,9,8,36
1970,2,6,95,126,33,33,13,0,126,29,19,31,17,15,5,42,60,2,1,48,94,15,2,29,23,6,3,38,86,21,3,13,42,14,126,64,0,0,0,9,126,46,20,22,3,0,0,26,63,11,6,126,115,0,1,3,63,17,7,79,42,1,3,16,67,21,4,0,0,0,0,16,126,109,44,31,3,0,0,13,25,18,41,126,54,1,6,30,34,2,0,10,13,7,39,87,10,35,4,0,0,0,0,0,18,80,33,4,0,0,0,3,106,13,26,12,0,0,1,67,42,1,0,0,28,29,16,57
1971,0,1,1,1,129,49,4,3,1,0,0,0,16,37,66,24,0,0,0,0,9,71,41,1,0,0,0,2,18,12,6,5,10,10,9,35,129,30,2,7,99,3,0,3,21,45,54,92,9,0,0,0,102,129,41,15,6,0,0,0,31,32,20,112,21,8,6,55,69,25,1,2,129,20,1,7,11,18,5,19,56,2,0,0,106,129,15,13,65,16,6,1,24,70,27,129,10,0,0,1,45,91,5,5,129,47,1,1,5,17,5,12,54,42,4,3,82,53,1,1,15,25,37,15,85,48,2,5
1972,0,0,0,3,24,100,49,1,8,5,0,0,5,48,49,6,37,68,3,0,0,11,27,3,54,57,28,1,0,0,0,11,10,5,7,105,83,36,12,2,113,12,4,15,13,46,104,83,28,5,0,0,25,127,112,32,94,9,0,0,2,21,19,74,27,6,5,74,76,26,7,11,127,25,3,8,9,13,10,57,73,7,2,12,127,127,19,21,64,9,0,1,22,32,30,110,8,0,0,0,13,62,42,27,123,18,9,5,1,4,18,81,27,12,16,37,63,5,0,3,72,19,1,5,22,4,1,7
1973,32,5,1,2,0,0,2,63,72,1,1,0,0,0,13,110,195,1,0,0,0,0,1,49,61,0,0,1,1,0,0,3,101,45,6,0,0,0,6,41,95,51,49,1,0,0,8,32,195,34,4,0,0,0,0,14,73,0,0,0,1,1,0,2,23,24,11,3,0,1,14,31,124,41,14,0,0,0,0,12,195,23,1,0,0,0,0,15,74,1,0,0,1,1,0,2,5,27,18,5,0,0,0,2,101,61,4,0,0,0,0,7,195,23,0,0,0,0,0,18,57,0,0,0,0,2,0,4
1974,4,9,16,85,28,0,0,1,12,4,4,48,36,0,8,62,113,14,5,0,0,0,12,160,26,3,4,0,0,4,110,88,15,0,2,50,52,1,1,12,123,3,0,9,7,0,23,160,53,0,0,0,0,0,34,160,22,2,0,0,0,0,6,48,36,4,2,9,36,10,1,4,160,41,0,0,3,2,1,41,135,9,0,0,0,0,6,50,2,1,0,0,0,0,2,11,15,3,0,1,26,20,7,4,160,59,0,1,7,2,0,0,153,26,0,1,1,1,1,2,2,1,1,1,1,1,1,2
1975,28,35,61,43,11,10,0,0,161,119,7,2,0,0,0,22,73,31,1,0,0,0,0,15,6,7,2,0,0,0,0,0,47,8,1,3,62,43,0,5,161,68,1,0,1,1,0,37,129,43,1,0,0,0,0,13,8,3,1,1,1,0,0,2,19,8,0,4,63,45,1,1,121,161,21,0,2,11,1,3,26,161,47,0,0,0,0,1,2,86,17,0,1,1,1,1,0,1,0,4,38,43,1,0,2,46,7,2,5,29,14,2,0,161,51,0,1,12,6,1,0,161,58,0,0,1,0,0
1976,28,105,2,1,12,7,0,0,60,126,60,16,6,0,0,0,5,39,93,67,34,0,0,0,0,43,115,34,1,0,0,0,9,37,17,20,42,29,1,0,16,88,126,75,1,0,0,0,99,111,101,24,4,2,1,7,6,7,20,72,24,4,0,2,0,1,26,114,59,4,0,0,83,18,46,126,3,0,0,10,126,24,5,9,14,8,2,36,14,1,1,13,97,21,1,5,2,1,4,26,79,75,1,1,111,2,7,19,13,25,3,46,126,15,4,11,6,0,0,36,6,3,3,27,60,3,0,0
1977,32,47,11,60,128,2,1,2,78,32,2,21,64,3,4,49,88,78,0,0,0,1,2,10,9,21,3,7,3,0,0,0,36,79,82,64,27,1,0,2,128,17,8,15,15,18,16,86,25,76,2,0,19,73,14,20,4,102,17,3,3,3,0,0,84,66,43,2,0,0,0,4,128,28,4,1,2,9,3,21,45,11,2,0,51,128,5,5,11,77,8,0,26,61,1,0,74,21,1,0,3,33,54,12,128,128,26,0,1,2,0,6,23,125,39,0,7,42,8,1,10,25,8,2,32,125,5,0
1978,1,0,0,1,138,24,2,5,31,4,0,0,6,3,16,64,105,29,0,0,0,0,16,55,32,34,12,3,1,2,12,13,21,0,0,8,138,17,2,17,114,2,0,0,5,10,54,138,29,7,0,1,21,53,82,83,32,23,3,2,8,15,17,23,37,4,0,5,138,37,0,2,138,40,0,0,9,10,5,25,73,14,0,2,102,106,9,10,54,35,0,3,36,28,4,17,15,2,0,0,136,72,0,1,138,48,0,0,13,10,0,1,94,22,0,4,78,34,1,2,43,2,0,1,41,25,5,29
1979,1,3,11,2,59,133,16,2,115,3,10,3,1,26,23,24,133,12,0,0,9,6,1,17,23,4,7,22,39,19,3,7,5,6,6,4,18,133,53,1,62,1,0,2,35,133,85,20,133,11,0,1,12,12,7,23,28,2,3,56,133,5,1,1,17,7,8,21,16,7,4,10,18,1,0,34,81,48,29,51,96,8,3,13,18,15,39,101,18,7,5,112,133,7,1,3,14,2,0,13,45,12,5,21,74,2,0,16,29,4,3,38,44,6,0,4,21,34,12,31,3,4,1,31,100,133,7,0
1980,22,4,4,4,2,1,2,6,71,35,25,40,9,1,1,10,68,28,37,114,30,1,1,11,46,11,6,6,15,8,3,10,38,6,6,12,10,2,1,14,37,15,68,136,111,11,1,8,136,36,63,98,22,3,1,95,60,7,3,17,68,9,3,40,72,18,4,4,17,5,2,17,41,8,5,25,136,114,19,11,136,122,9,12,35,39,41,59,37,36,9,28,31,4,4,16,24,33,4,2,2,2,5,16,12,10,5,10,44,36,53,67,44,9,0,1,12,20,136,124,15,4,0,1,15,10,16,27
